ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.1364512416256773,0.6386543184497664,0.5002818196214799,0.8470917571470422,0.18194881818510877,0.1655711792347143,-0.8178205226365313,-1.0467097559028469,0.5534236082929529
